ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers
1000120151,Feather Cast Furled Fly Fishing Leaders,Product Design,Design,AUD,2015-08-22,2000.00,2015-07-23 03:09:43,2000.00,successful,18
1000120287,BB130A,Public Art,Art,USD,2013-03-24,25000.00,2013-02-12 01:07:28,1395.00,failed,30
100012079,Chris Eger Band - New Nashville Record!,Music,Music,USD,2014-08-13,12000.00,2014-07-14 22:35:51,13260.00,successful,92
1000129669,Squatch Watchers,Webseries,Film & Video,USD,2013-08-23,10000.00,2013-07-24 21:40:13,1373.37,failed,54
1000131947,Arrows & Sound Debut Album,Indie Rock,Music,USD,2012-05-19,4000.00,2012-04-19 01:04:31,8641.34,successful,157
1000132945,Zen in America: a film on Zen Buddhism in North America,Documentary,Film & Video,USD,2013-10-21,10000.00,2013-09-21 23:00:54,15663.00,successful,213
1000134913,Galaxy: Winnie and Friends,Illustration,Art,USD,2016-01-27,3000.00,2015-12-23 21:47:29,17.00,failed,2
1000146991,Help Scott Reynolds Make a New Record!,Indie Rock,Music,USD,2012-09-02,15000.00,2012-08-03 18:43:16,17499.99,successful,277
1000149007,Unschooling To University Book Project,Nonfiction,Publishing,CAD,2018-01-19,3000.00,2017-11-20 18:15:14,592.00,live,24
1000153208,Phil Younger - Slow Down (Official Music Video),Music,Music,USD,2016-12-20,2100.00,2016-12-09 20:27:02,2100.00,successful,34
1000160286,"""THE RETURN"" book project",Photography,Photography,USD,2013-12-13,15000.00,2013-11-13 00:34:20,23907.00,successful,232
1000170964,Penny Bingo Playing Card Game fun for the whole family!,Tabletop Games,Games,USD,2017-03-27,1500.00,2017-03-02 04:01:43,856.00,failed,25
1000171141,"The Please, Please Me: Studio Premiere",Pop,Music,USD,2012-09-01,10000.00,2012-07-15 03:27:33,12656.00,successful,181
1000182258,WE ARE ONE: STREET MUSIC OF NEW ORLEANS,Documentary,Film & Video,USD,2013-10-01,2500.00,2013-08-27 20:17:27,0.00,failed,0
1000183112,Hot Chicken Takes Over.,Restaurants,Food,USD,2014-10-16,40000.00,2014-09-16 02:31:08,63401.00,successful,855
1000184224,Star and the Snowman,Narrative Film,Film & Video,USD,2013-02-23,8000.00,2013-01-24 06:04:05,9401.00,successful,154
1000190427,Seas of Iron,Tabletop Games,Games,USD,2013-07-19,3000.00,2013-06-19 03:16:33,8105.00,successful,218
1000197321,(In)visible Empire Tees,Public Art,Art,USD,2016-01-02,1200.00,2015-11-22 22:47:44,90.00,failed,4
1000201265,I'LL SEE YOU IN MY DREAMS - narrative feature film,Narrative Film,Film & Video,USD,2014-02-05,60000.00,2014-01-11 00:57:14,61365.16,successful,632
100020143,H2O The Underwater Portraits,People,Photography,USD,2017-10-30,9500.00,2017-09-25 17:17:43,6.00,failed,2
1000202062,SkateFrames-Photo frame made from recycled skateboard wood,Art,Art,USD,2015-05-08,7500.00,2015-04-08 02:53:18,3.00,failed,3
1000212914,A Teacher's Travels in China,Photography,Photography,USD,2012-05-13,4000.00,2012-04-18 23:34:56,4866.17,successful,71
1000216800,Mothers Into Living Fit Yoga DVD for Moms and Babies,Family,Film & Video,USD,2014-06-19,11000.00,2014-05-20 17:18:29,11055.00,successful,51
1000217634,Mobile barbecue & catering trailer,Food Trucks,Food,USD,2014-10-23,13750.00,2014-09-24 03:35:33,1.00,failed,1
1000226576,Following the Call - A Novel,Fiction,Publishing,USD,2016-02-01,13500.00,2016-01-02 08:06:07,0.00,failed,0
1000227361,UNDERWATER,Film & Video,Film & Video,USD,2012-03-26,9500.00,2012-02-13 19:00:37,9660.00,successful,121
1000230071,The Fanalyzers: Views from the Stands,Webseries,Film & Video,USD,2013-10-18,60000.00,2013-09-18 20:20:00,635.00,failed,5
1000232288,Empires at Sea,Tabletop Games,Games,USD,2015-06-23,25000.00,2015-05-24 12:47:52,37199.00,successful,448
1000233415,Teachers In The Sky,Documentary,Film & Video,USD,2016-06-18,250000.00,2016-04-19 23:53:22,65.00,failed,2
1000234595,Fashion removeable decoration jewel accessory hells shoes,Accessories,Fashion,EUR,2016-10-13,12000.00,2016-09-13 11:59:57,137.00,failed,2
1000235465,TO RUSSIA WITH LOVE AND SIMON,Art,Art,USD,2016-06-22,5000.00,2016-05-23 18:10:04,587.00,failed,8
1000235643,HIIT Bottle™,Drinks,Food,USD,2015-04-27,15000.00,2015-03-13 18:33:08,124998.00,successful,2784
1000243793,"""JurassicJurassix"" by The Guilt",Rock,Music,USD,2015-04-09,850.00,2015-02-23 00:10:28,485.00,failed,13
1000245024,Safer Home,Hardware,Technology,CAD,2015-07-03,50000.00,2015-06-03 05:52:43,0.00,failed,0
1000252415,"Pantochino Productions: ""Cinderella Skeleton, the Musical""",Theater,Theater,USD,2011-07-08,15000.00,2011-05-09 15:08:51,15425.00,successful,144
1000256230,Shreddit - Privacy on Reddit,Software,Technology,GBP,2017-07-02,2000.00,2017-06-02 12:20:21,0.00,failed,0
1000256760,"Raise the Woof, expanding the love (Canceled)",Design,Design,CAD,2015-08-07,15000.00,2015-07-08 21:46:53,700.00,canceled,6
1000257563,"""Flying"" Carpets from Azerbaijan, Iran and Turkey/Anatolia",Weaving,Crafts,GBP,2015-04-29,5000.00,2015-03-30 19:55:31,2.00,failed,1
1000260691,Gizbee™ Unlimited Removable Storage for Your Travel Photos,Gadgets,Technology,USD,2016-03-25,87000.00,2016-02-29 20:30:27,2030.00,canceled,15
1000261018,Diposta - liberating people from their postal mailbox.,Web,Technology,USD,2016-08-23,100000.00,2016-07-24 13:18:36,141.00,failed,3
1000268182,My Future Just Passed - Debut CD - Jazz Trio,Jazz,Music,USD,2014-12-03,4000.00,2014-11-03 21:11:44,4795.00,successful,95
1000278154,"Loot and Recruit - A quirky, combative, deck building game",Tabletop Games,Games,USD,2015-04-10,13000.00,2015-03-10 13:19:18,2453.00,canceled,65
1000282287,Babe Ruth's Family Kitchen - Gourmet Hot Dogs and Condiments,Food,Food,USD,2015-10-13,25000.00,2015-09-08 00:59:36,0.00,canceled,0
1000291122,VOTE (anyone but) TRUMP Candle,Product Design,Design,GBP,2016-08-24,500.00,2016-07-12 17:31:42,218.00,failed,6
1000291263,"""It's Complicated"" by Ariana Salome",Ready-to-wear,Fashion,USD,2016-06-09,68000.00,2016-05-10 22:52:00,0.00,failed,0
1000294559,Secular Solstice 2014,Festivals,Theater,USD,2014-10-27,7500.00,2014-10-02 01:50:58,8157.01,successful,164
1000320473,Uncommon Rhythm - Season One,Film & Video,Film & Video,USD,2013-09-13,29700.00,2013-08-15 11:16:24,10410.00,failed,76
1000328150,Legacy of Svarog | a Unique 3D Action RPG and Adventure Game,Video Games,Games,USD,2015-10-30,50000.00,2015-08-31 06:33:31,1410.00,failed,38
1000328328,ANVIL Beard,Fashion,Fashion,GBP,2015-02-06,2000.00,2014-12-15 19:13:37,61.00,failed,9
1000331311,AWE - Antediluvian Wars: Extermination Tactical Card Game,Tabletop Games,Games,USD,2014-08-31,13000.00,2014-08-01 00:02:17,1811.00,failed,34
1000332383,Road to the Shire,Documentary,Film & Video,USD,2012-02-14,4000.00,2012-01-11 20:13:55,4045.00,successful,29
1000333671,Spiral Electric Skylab Recording,Rock,Music,USD,2015-02-26,500.00,2015-02-04 18:54:23,1540.00,successful,31
1000334074,The Locals Only Shirt,Fashion,Fashion,USD,2012-05-18,500.00,2012-05-01 07:11:25,754.82,successful,36
1000335422,"""Where is Home?"" Anthology",Anthologies,Comics,CAD,2014-07-10,4000.00,2014-06-10 00:09:47,4944.50,successful,153
1000338818,"Diet! No thanks, I'd rather lose weight",Publishing,Publishing,EUR,2016-10-30,10000.00,2016-08-31 18:13:01,88.00,failed,9
1000339877,The Onrust Project and Two Row Treaty of 1613,Theater,Theater,USD,2013-06-16,5000.00,2013-04-17 00:58:02,110.00,failed,2
1000340977,My Coffee Box,Drinks,Food,USD,2014-06-16,3000.00,2014-05-17 22:43:36,1027.00,failed,18
1000344383,¿Tu Sabes? (You Know?) a music collaboration by Daya & Edu,Music,Music,USD,2012-12-13,4500.00,2012-10-30 08:53:03,409.00,failed,10
1000348690,The Silence of Hollowind - Urban Fantasy RPG,Tabletop Games,Games,EUR,2017-11-23,5000.00,2017-10-24 16:58:01,11238.00,successful,346
1000348776,P/O/V Comic and Literary Anthology,Comics,Comics,USD,2012-03-06,4289.00,2012-01-21 18:25:26,474.00,failed,14
1000354338,"""Little Shop of Horrors"" at the Browncoat Theatre!",Theater,Theater,USD,2012-08-14,2000.00,2012-06-30 20:05:26,2075.00,successful,40
10003650,Glyscian Debut Album Recording (Canceled),Rock,Music,USD,2012-05-26,15000.00,2012-03-27 04:25:46,151.00,canceled,4
1000374001,The Dark Waters Project,Indie Rock,Music,USD,2013-04-07,10000.00,2013-02-20 01:48:42,10414.00,successful,113
1000386601,Los Angeles International Student Film Festival,Film & Video,Film & Video,USD,2014-04-03,1500.00,2014-03-04 17:24:51,1932.99,successful,29
1000389241,Bob Contemplates Ending It All,Shorts,Film & Video,USD,2014-01-27,3000.00,2013-12-18 20:54:02,3755.00,successful,52
1000392220,The Girls Bathroom,Webseries,Film & Video,USD,2011-07-31,2000.00,2011-07-06 16:35:45,2252.99,successful,45
100039820,Best Spray Bottle Ever - SureShot,Gadgets,Technology,CAD,2015-03-07,25000.00,2015-02-05 16:57:21,3.00,failed,3
1000399155,New Lasagna,Restaurants,Food,USD,2014-10-17,5000.00,2014-08-18 11:13:15,0.00,failed,0
1000405957,Just Another Reality Show: Season 3,Webseries,Film & Video,USD,2014-05-11,500.00,2014-04-10 23:04:22,756.00,successful,8
1000413719,Backroads EP Processing Costs,Electronic Music,Music,USD,2012-10-26,200.00,2012-10-11 23:32:24,274.05,successful,14
1000415969,Disaster Area: A Podcast,Radio & Podcasts,Publishing,USD,2016-12-28,1000.00,2016-11-28 17:58:04,1055.00,successful,19
1000422671,Titanium EDC Bottle Opener,Product Design,Design,USD,2016-11-20,500.00,2016-10-21 16:23:31,156.00,failed,4
1000427280,Fishtacular - The Ultimate Fishing Tool (Canceled),Apps,Technology,CAD,2015-05-25,50000.00,2015-04-23 20:04:12,11336.00,canceled,19
1000428719,"""Eat Like A Gilmore"" Cookbook",Cookbooks,Food,USD,2016-04-17,20000.00,2016-03-14 12:39:29,47273.00,successful,1261
10004373,Bad Example (A Southern Trailer Park Fairy Tale) Indie Short,Shorts,Film & Video,USD,2017-05-08,1800.00,2017-04-03 23:25:55,22.00,failed,2
100044420,PATTY AT THE PARTY - a mumblecore horror feature,Webseries,Film & Video,USD,2010-07-04,5000.00,2010-04-29 07:14:32,50.00,failed,3
1000445513,Bold Threadz,Fashion,Fashion,USD,2012-09-20,5400.00,2012-08-02 04:47:11,5858.00,successful,131
1000450327,Happy Fix USA,Apparel,Fashion,USD,2014-10-01,1750.00,2014-08-17 17:06:42,1805.00,successful,25
1000454605,Be part of the next SMB Project album,Indie Rock,Music,USD,2012-03-24,1000.00,2012-02-12 17:33:14,1455.00,successful,41
1000465399,DAYTRADER - A Financial Board Game,Tabletop Games,Games,USD,2013-03-13,19500.00,2013-02-05 16:16:06,20269.00,successful,491
1000468345,iRNinja - Control your TV with a simple press of a button,Gadgets,Technology,USD,2017-06-14,500.00,2017-05-10 16:00:18,74.00,failed,6
1000476123,Mama's Meatballs,Food,Food,USD,2014-08-07,100.00,2014-07-08 18:52:26,0.00,failed,0
1000479996,"Ebony Child:Music Artist drops New Album, Comic Book, & Film",Pop,Music,USD,2016-05-21,10000.00,2016-04-21 01:46:25,10.00,failed,1
1000481607,Alpha Omega E.P.,Metal,Music,USD,2016-09-30,1000.00,2016-09-05 22:34:26,472.00,failed,13
1000490852,Carriage,Art,Art,USD,2017-12-24,8000.00,2017-11-24 18:06:35,8360.00,successful,121
1000491057,AllThis TV,Comedy,Film & Video,USD,2017-04-09,50000.00,2017-03-10 01:12:32,40.00,failed,3
1000491830,The Legendary YD 2016 Tour,Hip-Hop,Music,USD,2016-05-18,6325.00,2016-03-19 21:51:03,10.00,failed,2
1000499845,MEMORY LANE  ,Documentary,Film & Video,USD,2010-11-08,20000.00,2010-10-09 22:48:40,270.00,failed,4
1000509854,"Jane Brown... a story of courage, survival and love",Periodicals,Publishing,USD,2011-12-31,25000.00,2011-10-31 23:01:57,0.00,failed,0
1000514796,CASE:Lynk - Your EMERGENCY iPhone Charge & Sync Cord,Product Design,Design,USD,2012-10-11,125000.00,2012-09-06 06:59:37,3012.00,failed,67
100051531,Cat - Pre-Professional Ballerina,Dance,Dance,USD,2014-10-06,3400.00,2014-08-07 13:24:34,0.00,failed,0
1000519001,Wordwright: re·de·fin·ing word play,Tabletop Games,Games,USD,2015-12-29,2000.00,2015-11-21 14:12:27,14794.00,successful,624
1000521061,SERiNO'S PiZZA ROLLiNG PiZZA LAB (Food Truck),Food Trucks,Food,USD,2014-09-30,20000.00,2014-09-01 23:39:19,0.00,failed,0
1000521421,A photobook of life in Japan,Photography,Photography,USD,2013-03-14,3200.00,2013-02-12 03:11:43,568.00,failed,11
1000524949,Operation: Make Stuff,Video Games,Games,USD,2012-10-18,200.00,2012-09-18 04:46:06,306.72,successful,36
1000535116,Xi3: Help us Usher in the Post-PC Era,Technology,Technology,USD,2012-10-28,250000.00,2012-09-28 09:33:59,90771.00,failed,120
1000537760,help our wood shop buy a lathe & hopefully a laser engraver,Public Art,Art,USD,2014-11-13,650.00,2014-10-24 21:50:32,0.00,failed,0
1000542390,Spirits Asunder,Film & Video,Film & Video,GBP,2015-03-31,500.00,2015-03-01 05:52:30,5.00,failed,1
1000543883,Store Facades - Paintings out of Pittsburgh,Painting,Art,USD,2013-03-30,800.00,2013-02-28 03:02:09,1062.57,successful,20
1000545028,Trackside - Independent documentary featuring Marshals,Documentary,Film & Video,GBP,2014-03-02,5000.00,2014-01-24 12:49:11,5037.00,successful,47
1000549881,"Brandi Emma promotes her new, 5-song EP because of YOU!  Pre-Order Right Here :)",Indie Rock,Music,USD,2010-07-12,10000.00,2010-06-12 01:44:53,4006.00,failed,44
1000551777,Gantish - Online Reward Chart Creator for Parents,Software,Technology,EUR,2015-09-16,4000.00,2015-08-17 15:37:03,282.00,failed,12
1000553538,URBNPOP / CHRIS HAMER SKETCHBOOK,Art Books,Publishing,USD,2012-07-18,1400.00,2012-06-18 16:58:21,2535.00,successful,49
1000558429,Sellegg start up classified site,Web,Technology,USD,2016-03-20,15000.00,2016-03-02 02:13:52,25.00,failed,1
1000566862,Farmer Brown's Analogy Farm Game for ages three and above,Games,Games,USD,2013-10-30,25000.00,2013-09-27 03:32:14,65.00,failed,3
1000567557,The Seven Rays,World Music,Music,USD,2012-04-09,3000.00,2012-02-24 02:52:41,260.00,failed,8
100056789,Four Short Stories and Ten Love Poems,Publishing,Publishing,USD,2017-08-25,3000.00,2017-07-11 17:43:09,3165.00,successful,33
100057323,David LaRocca: Star Spawn,Illustration,Art,USD,2015-10-22,650.00,2015-09-21 14:44:46,2354.50,successful,53
1000577059,Calendars for Cats,Photobooks,Photography,USD,2015-12-29,1000.00,2015-11-29 14:56:30,95.00,failed,3
10005784,DOGMA - Short Film,Drama,Film & Video,GBP,2015-03-20,750.00,2015-03-06 15:13:20,756.00,successful,15
1000581546,Project U-Neek,Art,Art,GBP,2013-05-08,1500.00,2013-04-08 01:06:32,1515.50,successful,19
1000581804,Architecture & Design Website,Architecture,Design,GBP,2014-09-28,500.00,2014-08-29 19:47:50,0.00,failed,0
1000586849,#NotMyPresident Protest Tees,Apparel,Fashion,USD,2016-12-22,2500.00,2016-11-22 04:46:10,25.00,failed,1
1000590709,Musical Light Suit,Hardware,Technology,USD,2011-06-28,6000.00,2011-05-19 09:09:15,20.00,failed,2
1000598804,Gone In 61 Seconds,Tabletop Games,Games,USD,2017-11-08,1000.00,2017-11-03 13:44:35,875.00,failed,14
1000600012,YA science-fiction/comedy book series: Zeek Kim'lo,Young Adult,Publishing,GBP,2016-06-16,10000.00,2016-05-17 01:05:02,1.00,failed,1
1000600526,Rising Star - Unsigned Artist Compilation Album,Hip-Hop,Music,GBP,2013-02-22,600.00,2013-01-08 22:32:01,0.00,failed,0
1000600868,Musical stage (escenario musical),Latin,Music,MXN,2017-04-17,18000.00,2017-03-03 22:34:24,10.00,failed,1
1000602156,HYDRA DICE,Games,Games,USD,2012-06-06,12000.00,2012-05-07 07:42:47,3100.66,failed,89
1000620551,Islamic World - Strategic gaming with Islamic values,Mobile Games,Games,GBP,2014-08-19,1925.00,2014-07-20 12:52:57,293.00,failed,5
1000624031,Hangar 1 Foundation,Flight,Technology,USD,2014-10-18,8500.00,2014-09-03 19:40:43,1355.00,failed,4
1000627718,Adele's Heart is Going to Edinburgh,Theater,Theater,USD,2012-06-18,7500.00,2012-05-14 14:33:11,8315.00,successful,67
1000629643,ODIN: Android 'Smart' Projector to Carry in Your Pocket,Hardware,Technology,USD,2014-07-08,250000.00,2014-05-28 13:54:18,268192.00,successful,561
1000638156,Jenny's Photography - Start own business and travel!!,Fine Art,Photography,GBP,2014-08-29,500.00,2014-07-30 18:14:06,10.00,failed,1
1000639526,Kaleidoscope Man,Film & Video,Film & Video,GBP,2012-12-22,60000.00,2012-11-15 22:46:18,5487.00,failed,90
1000644119,Operación Douve,Action,Film & Video,EUR,2016-05-01,100.00,2016-03-02 19:09:05,20.00,failed,2
1000648117,42 Sketches 2013,Art Books,Publishing,USD,2013-04-07,1000.00,2013-03-18 21:16:10,2883.50,successful,78
1000648918,"ADVENT SAGA, DIGITAL TACTICAL CARD GAME",Video Games,Games,USD,2014-07-31,70000.00,2014-07-01 16:01:41,15542.11,failed,260
100065084,One Man's Opinion Of Moonlight Song Collection,Music,Music,USD,2017-06-29,1450.00,2017-06-14 19:57:18,1647.00,successful,33
1000650960,"Crap Amidst Hilarity, vol. 1",Playing Cards,Games,USD,2016-03-22,7500.00,2016-01-22 01:36:45,942.25,failed,55
1000654344,"Packable, Fashionable & Protective; the ULTIMATE sun hat.",Fashion,Fashion,USD,2014-06-07,36000.00,2014-05-01 17:36:59,91003.67,successful,750
1000654409,Echo-Fuel: Make Echo Portable with Universal Charging Base!,Hardware,Technology,USD,2017-12-07,50000.00,2017-11-04 19:46:50,4237.00,failed,12
1000656794,VoxCube - 8x8x8 RGB LED chainable cubes,Makerspaces,Technology,AUD,2016-04-01,129000.00,2016-03-02 00:15:02,11601.50,failed,32
1000659557,New world disorder,Punk,Music,USD,2016-07-05,5000.00,2016-06-05 18:46:18,0.00,failed,0
1000674477,"""GENERATION FX"" a documentary film.",Documentary,Film & Video,USD,2012-12-09,100000.00,2012-10-10 04:57:11,8085.00,failed,37
1000682368,"Rack and Ruin, Out of Orbit 3",Fiction,Publishing,GBP,2015-06-17,2500.00,2015-05-18 21:52:36,1315.00,failed,29
1000684975,Help me prepare for an upcoming art show,Painting,Art,USD,2016-04-24,1200.00,2016-03-10 21:25:41,2.00,failed,2
1000694855,STREETFIGHTERZ WHEELIE MURICA,Film & Video,Film & Video,USD,2014-09-20,6500.00,2014-08-06 21:28:36,555.00,undefined,0
1000697657,The Forever Rechargeable Talking Super Capacitor Flashlight,Hardware,Technology,CAD,2013-10-23,2000.00,2013-09-23 23:36:49,656.00,failed,18
1000699196,COVENANT,Jazz,Music,USD,2014-12-07,32000.00,2014-11-07 18:02:15,4670.00,failed,42
1000707541,Elephant Gun Media Blitzkrieg,Music,Music,USD,2011-11-04,777.00,2011-10-20 23:51:42,923.00,successful,36
1000710630,Our Shared Stories: An Afghan Diary,Anthologies,Publishing,USD,2016-08-20,7500.00,2016-07-06 16:22:04,9500.00,successful,86
1000719127,The Gentle Art Of Tutelage,Narrative Film,Film & Video,USD,2013-03-20,50000.00,2013-01-19 18:38:31,2161.00,failed,26
1000725978,"Air Bonsai | Create your ""little star""",Product Design,Design,USD,2016-03-01,80000.00,2016-01-21 12:18:00,843743.00,successful,3784
1000727191,"Canadian Invasion's ""Choose Your Own Adventure"" Album",Pop,Music,USD,2010-12-20,2000.00,2010-10-26 01:17:27,2036.00,successful,38
1000727905,Wrist Covers,Product Design,Design,USD,2015-04-24,9500.00,2015-02-23 19:39:59,0.00,failed,0
1000741180,High Stakes: A Short Film,Shorts,Film & Video,USD,2013-11-03,5000.00,2013-10-09 21:55:16,5120.00,successful,81
1000741387,Fomatek: Foam Laptop Desks & Music Stands Elevate your Gear.,Product Design,Design,USD,2015-09-26,10000.00,2015-08-27 22:02:59,805.00,failed,10
1000752960,100 Risings,Documentary,Film & Video,GBP,2014-07-10,500.00,2014-06-10 10:36:20,10.00,failed,1
1000754401,Sky Scrapers Project,Tabletop Games,Games,USD,2015-06-16,50000.00,2015-05-17 21:44:40,1825.00,failed,32
1000758916,Keys to the Moon's First Full Length Album!,Music,Music,USD,2016-10-01,4000.00,2016-09-01 15:32:07,4629.00,successful,37
1000761521,KILOS.,Thrillers,Film & Video,USD,2018-02-06,5000.00,2017-12-23 20:34:31,310.00,live,4
1000767040,Strait Jacket – Tangle Prevention For Headphones,Product Design,Design,USD,2016-11-23,30000.00,2016-10-24 03:35:51,1041.00,canceled,46
1000770149,Worrisome Wilf's Beastly Bedtime,Children's Books,Publishing,GBP,2013-06-12,5500.00,2013-05-13 13:59:23,5721.00,successful,140
1000772297,"Airfoil Click Pen: Aviation Inspired, for gel & rollerball",Product Design,Design,USD,2014-10-05,5000.00,2014-09-09 20:17:23,26407.00,successful,327
1000776914,"VLC for the new Windows 8 User Experience (""Metro"")",Software,Technology,GBP,2012-12-29,40000.00,2012-11-29 13:54:50,47056.86,successful,3080
1000777557,Raise funds for the new JonathanGluck and the Wayward Kind album!,Rock,Music,USD,2010-09-19,4000.00,2010-07-30 23:23:15,30.00,failed,2
1000781363,The Spider and the Fly,Children's Books,Publishing,USD,2014-07-09,19650.00,2014-06-09 09:10:06,20313.00,successful,164
1000781512,Knock Down Drag Out,Shorts,Film & Video,USD,2012-01-10,800.00,2011-12-09 00:23:22,850.00,successful,19
1000785030,Day of the Dead Tyrion Lannister Calavera Vinyl Stickers,Illustration,Art,USD,2015-01-17,275.00,2015-01-03 04:12:23,642.00,successful,40
1000786724,Harold VS The Horde,Video Games,Games,USD,2015-01-18,14000.00,2014-12-19 07:49:11,113.00,failed,18
1000788629,Camille Peruto - NEW ALBUM,Pop,Music,USD,2016-07-06,15000.00,2016-05-07 00:02:52,18009.00,successful,69
100078996,APP - CUSTOM SHOES/ Calzado Personalizado - MADAME MARIAN,Apps,Technology,MXN,2016-12-21,55000.00,2016-11-19 04:05:23,56680.00,successful,24
1000802137,Tye's Photographic Journey.,People,Photography,USD,2015-12-12,2500.00,2015-11-12 07:06:24,0.00,failed,0
1000804307,Ropw,Games,Games,USD,2017-09-22,2000.00,2017-08-23 09:59:23,3.69,failed,3
1000804742,The Chelsea Chronicle Podcast,Audio,Journalism,GBP,2017-02-24,10000.00,2017-01-25 16:21:21,337.50,failed,15
1000810416,Wildlife Inspired T-Shirts, Help Me To Help Wildlife,Apparel,Fashion,GBP,2017-07-31,200.00,2017-07-06 17:49:08,15.00,failed
1000811882,The Sword of Asumi Visual Novel,Video Games,Games,GBP,2014-11-10,2500.00,2014-10-19 20:35:23,3097.00,successful,107
1000823935,Wax Stacks LP Record Crates,Design,Design,USD,2015-07-15,35000.00,2015-06-15 17:55:05,39209.00,successful,120
